3325010001,3325010,SILURAH
3325010002,3325010,SODONG
3325010003,3325010,GRINGGINGSARI
3325010004,3325010,KEDUNGMALANG
3325010005,3325010,SENDANG
3325010006,3325010,WONOTUNGGAL
3325010007,3325010,BROKOH
3325010008,3325010,WATES
3325010009,3325010,BRAYO
3325010010,3325010,KEMLIGI
3325010011,3325010,SIGAYAM
3325010012,3325010,KREYO
3325010013,3325010,SIWATU
3325010014,3325010,DRINGO
3325010015,3325010,PENANGKAN
3325020001,3325020,TOMBO
3325020002,3325020,WONOMERTO
3325020004,3325020,TOSO
3325020005,3325020,SIDAYU
3325020006,3325020,BINANGUN
3325020007,3325020,WONODADI
3325020008,3325020,PESALAKAN
3325020009,3325020,TAMBAHREJO
3325020010,3325020,BANDAR
3325020011,3325020,WONOKERTO
3325020012,3325020,CANDI
3325020013,3325020,PUCANGGADING
3325020014,3325020,SIMPAR
3325020015,3325020,BATIOMBO
3325020016,3325020,WONOSEGORO
3325020018,3325020,KLUWIH
3325030001,3325030,GERLANG
3325030002,3325030,KALITENGAH
3325030003,3325030,KEMBANGLANGIT
3325030004,3325030,GONDANG
3325030005,3325030,BISMO
3325030007,3325030,KALISARI
3325030009,3325030,BESANI
3325030010,3325030,WONOBODRO
3325030011,3325030,BAWANG
3325030012,3325030,PESANTREN
3325030013,3325030,KAMBANGAN
3325030014,3325030,KEPUTON
3325030015,3325030,BLADO
3325030016,3325030,COKRO
3325030020,3325030,KALIPANCUR
3325030021,3325030,SELOPAJANG BARAT
3325030022,3325030,SELOPAJANG TIMUR
3325040001,3325040,PACET
3325040002,3325040,MOJOTENGAH
3325040003,3325040,CABLIKAN
3325040004,3325040,NGROTO
3325040005,3325040,NGADIREJO
3325040006,3325040,REBAN
3325040007,3325040,TAMBAKBOYO
3325040008,3325040,ADINUSO
3325040011,3325040,PADOMASAN
3325040012,3325040,SEMAMPIR
3325040013,3325040,WONOSOBO
3325040014,3325040,SOJOMERTO
3325040015,3325040,KARANGANYAR
3325040016,3325040,POLODORO
3325040017,3325040,KALISARI
3325040018,3325040,SUKOMANGLI
3325040022,3325040,WONOROJO
3325050001,3325050,PRANTEN
3325050003,3325050,GUNUNGSARI
3325050004,3325050,JAMBANGAN
3325050005,3325050,KEBATURAN
3325050006,3325050,KALIREJO
3325050007,3325050,SANGUBANYU
3325050008,3325050,WONO SARI
3325050009,3325050,JLAMPRANG
3325050010,3325050,BAWANG
3325050011,3325050,CANDIGUGUR
3325050012,3325050,PANGEMPON
3325050013,3325050,SIDOHARJO
3325050014,3325050,SURJO
3325050015,3325050,SOKA
3325050016,3325050,SIBEBEK
3325050017,3325050,GETAS
3325050018,3325050,PASUSUKAN
3325050019,3325050,CANDIREJO
3325050020,3325050,PURBO
3325060002,3325060,SENDANG
3325060003,3325060,GONDO
3325060004,3325060,BANTENG
3325060005,3325060,WANAR
3325060006,3325060,SUMURBANGER
3325060007,3325060,SIDALANG
3325060008,3325060,MARGOSONO
3325060009,3325060,PLOSOWANGI
3325060010,3325060,BOJA
3325060012,3325060,TERSONO
3325060015,3325060,TANJUNGSARI
3325060016,3325060,KRANGGAN
3325060018,3325060,TEGALOMBO
3325060021,3325060,SATRIYAN
3325060022,3325060,REJOSARI BARAT
3325060023,3325060,REJOSARI TIMUR
3325060024,3325060,HARJOWINANGUN BARAT
3325060025,3325060,HARJOWINANGUN TIMUR
3325070005,3325070,SURODADI
3325070008,3325070,KUTOSARI
3325070009,3325070,MENTOSARI
3325070010,3325070,GRINGSING
3325070011,3325070,LEBO
3325070013,3325070,KEBONDALEM
3325070014,3325070,YOSOREJO
3325070015,3325070,SIDOREJO
3325070016,3325070,SAWANGAN
3325070017,3325070,KETANGGAN
3325070018,3325070,MADUGOWONGJATI
3325070019,3325070,TEDUNAN
3325080001,3325080,SIDOMULYO
3325080002,3325080,DONOREJO
3325080003,3325080,TEMBOK
3325080004,3325080,SUKOREJO
3325080005,3325080,NGALIYAN
3325080006,3325080,AMONGROGO
3325080007,3325080,PLUMBON
3325080008,3325080,BABADAN
3325080010,3325080,LIMPUNG
3325080012,3325080,KALISALAK
3325080015,3325080,PUNGANGAN
3325080016,3325080,ROWOSARI
3325080017,3325080,DLISEN
3325080023,3325080,WONOKERSO
3325080024,3325080,LOBANG
3325081001,3325081,DLIMAS
3325081003,3325081,BANYUPUTIH
3325081004,3325081,KALIBALIK
3325081005,3325081,KALANGSONO
3325081007,3325081,BANARAN
3325081008,3325081,TIMBANG
3325081009,3325081,PENUNDAN
3325081011,3325081,KEDAWUNG
3325090004,3325090,MENJANGAN
3325090005,3325090,KARANGTENGAH
3325090006,3325090,MANGUNHARJO
3325090007,3325090,TENGGULANGHARJO
3325090008,3325090,KEBORANGAN
3325090009,3325090,KALIMANGGIS
3325090010,3325090,JATISARI
3325090011,3325090,SUBAH
3325090012,3325090,KUMEJING
3325090014,3325090,DURENOMBO
3325090019,3325090,CLAPAR
3325090021,3325090,SENGON
3325090022,3325090,ADINUSO
3325090023,3325090,GONDANG
3325090024,3325090,KURIPAN
3325090026,3325090,KEMIRI BARAT
3325090027,3325090,KEMIRI TIMUR
3325091002,3325091,SIGUCI
3325091003,3325091,SELOKARTO
3325091005,3325091,GUMAWANG
3325091006,3325091,KENITEN
3325091007,3325091,RANDU
3325091008,3325091,GOMBONG
3325091009,3325091,PECALUNGAN
3325091010,3325091,BANDUNG
3325100005,3325100,TULIS
3325100006,3325100,WRINGINGINTUNG
3325100007,3325100,POSONG
3325100008,3325100,SEMBOJO
3325100009,3325100,BEJI
3325100010,3325100,KALIBOYO
3325100011,3325100,SIMBANGDESA
3325100012,3325100,SIMBANGJATI
3325100021,3325100,PONOWARENG
3325100022,3325100,KENCONOREJO
3325100023,3325100,KEDUNGSEGOG
3325100024,3325100,MANGGIS
3325100025,3325100,JOLOSEKTI
3325100026,3325100,SIBERUK
3325100029,3325100,JRAKAHPAYUNG
3325101001,3325101,LAWANGAJI
3325101002,3325101,KARANGANOM
3325101003,3325101,BOTOLAMBAT
3325101005,3325101,TRAGUNG
3325101006,3325101,TEGALSARI
3325101007,3325101,KANDEMAN
3325101008,3325101,JURAGAN
3325101009,3325101,BAKALAN
3325101010,3325101,WONOKERSO
3325101011,3325101,KARANGGENENG
3325101012,3325101,UJUNGNEGORO
3325101013,3325101,DEPOK
3325110001,3325110,ROWOBELANG
3325110002,3325110,CEPOKOKUNING
3325110003,3325110,PASEKARAN
3325110004,3325110,KALISALAK
3325110005,3325110,KAUMAN
3325110007,3325110,KECEPAK
3325110008,3325110,SAMBONG
3325110009,3325110,KLIDANG WETAN
3325110010,3325110,KLIDANG LOR
3325110012,3325110,KASEPUHAN
3325110013,3325110,WATESALIT
3325110014,3325110,KALIPUCANG WETAN
3325110015,3325110,KALIPUCANG KULON
3325110016,3325110,KARANGANYAR
3325110017,3325110,DENASRI KULON
3325110018,3325110,DENASRI WETAN
3325110019,3325110,PROYONANGGAN TENGAH
3325110020,3325110,PROYONANGGAN UTARA
3325110021,3325110,PROYONANGGAN SELATAN
3325110022,3325110,KARANGASEM UTARA
3325110023,3325110,KARANGASEM SELATAN
3325120001,3325120,PANDANSARI
3325120002,3325120,KALIWARENG
3325120003,3325120,PEJAMBON
3325120004,3325120,SARIGLAGAH
3325120005,3325120,PESAREN
3325120006,3325120,SIDOREJO
3325120007,3325120,CEPAGAN
3325120008,3325120,MASIN
3325120009,3325120,BANJIRAN
3325120010,3325120,WARUNGASEM
3325120011,3325120,GAPURO
3325120012,3325120,KALIBELUK
3325120013,3325120,SAWAHJOHO
3325120014,3325120,CANDIARENG
3325120015,3325120,LEBO
3325120017,3325120,TERBAN
3325120018,3325120,SIJONO
3326010002,3326010,BODAS
3326010003,3326010,GEMBONG
3326010004,3326010,SUKOHARJO
3326010005,3326010,GARUNGWIYORO
3326010006,3326010,BUBAK
3326010007,3326010,BOJONGKONENG
3326010008,3326010,LURAGUNG
3326010009,3326010,KANDANGSERANG
3326010010,3326010,WANGKELANG
3326010011,3326010,LAMBUR
3326010012,3326010,TAJUR
3326010013,3326010,TRAJUMAS
3326010014,3326010,KARANGGONDANG
3326020001,3326020,WERDI
3326020002,3326020,WINDUAJI
3326020003,3326020,KRANDEGAN
3326020004,3326020,LOMENENG
3326020005,3326020,TANGGERAN
3326020006,3326020,KALIBOJA
3326020007,3326020,KALIOMBO
3326020008,3326020,BOTOSARI
3326020009,3326020,SAWANGAN
3326020010,3326020,PANINGGARAN
